collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,timeSinceFirstFixSeconds,hDop,vDop,speedMps,courseDegree
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357595,-122.094132,33.21,551.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357595,-122.094132,33.21,552.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357596,-122.094132,33.21,553.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357598,-122.094132,33.2,554.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357599,-122.094132,33.2,555.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.423576,-122.094132,33.2,556.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.094132,33.19,557.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.094132,33.19,558.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357603,-122.094132,33.19,559.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357604,-122.094132,33.19,560.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.094132,33.18,561.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.094132,33.18,562.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941319,33.18,563.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.17,564.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.0941319,33.17,565.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.17,566.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941319,33.16,567.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941319,33.16,568.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.16,569.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4235761,-122.0941319,33.16,570.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357612,-122.0941319,33.16,571.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357612,-122.0941319,33.16,572.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357612,-122.0941318,33.16,573.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357612,-122.0941318,33.16,574.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357612,-122.0941318,33.16,575.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357611,-122.0941318,33.16,576.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941318,33.16,577.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357605,-122.0941318,33.17,578.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357603,-122.0941318,33.17,579.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.0941319,33.18,580.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.0941319,33.18,581.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.0941319,33.18,582.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357603,-122.0941319,33.19,583.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357604,-122.0941319,33.19,584.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357605,-122.0941319,33.19,585.44,1.1,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.0941319,33.19,586.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.19,587.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.0941318,33.18,588.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.0941318,33.18,589.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941318,33.18,590.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.0941318,33.18,591.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357604,-122.0941318,33.18,592.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357603,-122.0941318,33.18,593.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.0941318,33.17,594.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357601,-122.0941318,33.17,595.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357602,-122.0941318,33.17,596.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357604,-122.0941318,33.16,597.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.0941318,33.16,598.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.0941318,33.16,599.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941318,33.15,600.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357606,-122.0941318,33.15,601.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941318,33.15,602.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941318,33.15,603.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.0941318,33.15,604.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.0941319,33.15,605.44,1.44,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.15,606.44,1.8,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941319,33.15,607.44,1.5,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357607,-122.0941319,33.15,608.44,1.44,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.0941319,33.15,609.44,1.8,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.094132,33.15,610.44,1.5,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.094132,33.15,611.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.094132,33.15,612.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357608,-122.094132,33.14,613.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.094132,33.14,614.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357609,-122.094132,33.14,615.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357611,-122.094132,33.14,616.44,1.2,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357618,-122.0941319,33.14,617.44,1.44,0,0,12.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357689,-122.0941318,33.14,618.44,1.8,0,0.15,12.6
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357901,-122.0941315,33.14,619.44,1.6,0,0.43,12.6
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42358606,-122.0941302,33.15,620.44,1.4,0,1.2,12.5
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42360113,-122.0941279,33.18,621.44,1.4,0,2.26,12.2
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42362692,-122.0941245,33.21,622.44,1.64,0,3.49,11.16
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42366083,-122.094121,33.24,623.44,2,0,3.84,9.62
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4236924,-122.0941176,33.26,624.44,2.34,0,3.02,10.68
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42371509,-122.0941037,33.27,625.44,2.7,0,2.5,28.79
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4237267,-122.0940783,33.31,626.44,2.4,0,2.21,57.18
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42372738,-122.0940492,33.38,627.44,2.1,0,2.62,84.63
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4237198,-122.0940115,33.46,628.44,2.74,0,3.95,104.68
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42371193,-122.0939606,33.56,629.44,3.3,0,5.19,104.59
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42370591,-122.0938974,33.74,630.44,3.3,0,6.11,101.86
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42370002,-122.0938259,33.99,631.44,13.67,0,6.43,100.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42369591,-122.0937565,34.23,632.44,21.3,0,5.54,98.66
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42369408,-122.0937042,34.33,633.44,18.58,0,3.74,97.12
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42369535,-122.093667,34.36,634.44,16.39,0,3.26,91.55
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42370673,-122.0936331,34.34,635.44,14.41,0,3.34,72.76
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4237277,-122.0936077,34.39,636.44,30.63,0,3.37,52.42
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42375898,-122.0935884,34.45,637.44,21.86,0,4.69,32.54
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42380569,-122.0935727,34.5,638.44,0,0,6.14,19.63
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4238662,-122.093558,34.52,639.44,0,0,7.63,14.65
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4239407,-122.0935475,34.51,640.44,25.34,0,9.07,10.96
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42402748,-122.0935383,34.53,641.44,57.4,0,10.23,9.16
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42412346,-122.0935296,34.51,642.44,57.4,0,11.16,9.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42422813,-122.09352,34.47,643.44,32.01,0,12.11,9.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42434019,-122.0935099,34.42,644.44,0,0,12.66,9
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42445424,-122.0934999,34.38,645.44,0,0,12.71,8.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42456852,-122.0934909,34.35,646.44,0,0,12.71,8.4
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42468211,-122.0934809,34.31,647.44,0,0,12.55,9.44
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42479426,-122.0934671,34.27,648.44,0,0,12.38,11.71
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42490166,-122.0934434,34.2,649.44,0,0,11.69,16.99
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42499822,-122.0934067,34.15,650.44,0,0,10.61,24.54
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42507942,-122.0933598,34.09,651.44,0,0,9.02,31.99
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42514019,-122.0933121,34.05,652.44,0,0,6.73,38.65
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42517901,-122.0932747,34.07,653.44,0,0,4.13,42.93
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42520065,-122.0932514,34.1,654.44,107.95,0,2.68,45.48
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42521692,-122.093228,34.12,655.44,244.5,0,3.08,53.47
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42522753,-122.0931861,34.16,656.44,163.67,0,4.47,77.62
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42522138,-122.0931281,34.18,657.44,61.2,0,5.6,104.87
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42519766,-122.0930616,34.17,658.44,323.79,0,7.22,120.58
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42516232,-122.0929812,34.13,659.44,655.3,0,8.96,123.84
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42511974,-122.092884,34.08,660.44,655.3,0,10.64,123.56
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42507232,-122.0927701,34.03,661.44,655.3,0,12.03,121.72
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42502379,-122.0926417,34.05,662.44,365.69,0,13.11,119.5
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42497467,-122.092501,34.08,663.44,0,0,14.09,117.82
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42492571,-122.0923482,34.12,664.44,0,0,15.06,116.22
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42487721,-122.0921846,34.19,665.44,0,0,15.62,114.32
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42483343,-122.092017,34.24,666.44,0,0,15.59,111.97
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42479606,-122.0918483,34.2,667.44,0,0,15.43,109.66
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42476118,-122.0916805,34.14,668.44,112.07,0,15.28,109.6
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4247257,-122.0915147,34.07,669.44,253.84,0,15.1,111.01
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42468162,-122.0913541,34.01,670.44,254.54,0,14.92,116.15
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42462543,-122.0912018,34.02,671.44,142.29,0,14.74,122.11
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42456017,-122.091058,34.05,672.44,0,0,14.56,126.17
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42448765,-122.0909202,34.07,673.44,0,0,14.64,129.77
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42440843,-122.0907887,34.14,674.44,289.65,0,14.51,133.71
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42432192,-122.0906676,34.18,675.44,365.69,0,14.23,138.81
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42422971,-122.09056,34.11,676.44,0,0,13.52,143.97
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42413902,-122.0904705,34.02,677.44,0,0,11.95,148.17
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42405773,-122.0904018,33.93,678.44,0,0,9.67,152.27
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42399203,-122.0903544,33.86,679.44,0,0,7.09,155.97
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42394564,-122.0903262,33.83,680.44,0,0,4.37,159.73
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4239197,-122.0903126,33.8,681.44,0,0,1.92,161.64
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42391054,-122.090308,33.8,682.44,0,0,0.54,162.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42390739,-122.0903065,33.79,683.44,0,0,0.26,162.3
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42390535,-122.0903055,33.77,684.44,282.2,0,0.28,162.4
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42390145,-122.0903037,33.76,685.44,640.71,0,0.79,162.74
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42388852,-122.0902985,33.76,686.44,365.72,0,2.23,165.31
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42386126,-122.0902944,33.75,687.44,8.43,0,3.72,177.57
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42382408,-122.0903126,33.69,688.44,0,0,4.67,208.03
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42379359,-122.0903591,33.66,689.44,21.22,0,5.67,237.82
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42376778,-122.090424,33.65,690.44,26.84,0,7.11,248.13
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.423739,-122.0905058,33.67,691.44,0,0,8.66,251.84
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42370543,-122.0906037,33.68,692.44,0,0,10.15,251.32
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42366424,-122.0907141,33.65,693.44,0,0,11.41,248.89
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42361255,-122.0908327,33.61,694.44,0,0,12.54,244.87
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42354853,-122.0909563,33.54,695.44,0,0,13.57,239.65
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42347178,-122.0910779,33.43,696.44,0,0,13.84,234.79
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42338712,-122.0911925,33.27,697.44,0,0,13.84,230.19
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42329523,-122.0912977,33.14,698.44,0,0,13.79,225.39
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42319686,-122.0913912,33.03,699.44,0,0,13.68,220.03
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42309522,-122.0914764,33,700.44,0,0,13.48,218.06
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42299706,-122.0915613,33.06,701.44,0,0,12.82,221.29
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42291208,-122.0916551,33.13,702.44,0,0,12.4,229.64
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42284156,-122.0917615,33.25,703.44,0,0,12.04,238.74
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42278607,-122.0918775,33.43,704.44,0,0,11.94,245.83
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42273642,-122.0920004,33.58,705.44,0,0,12.47,248.88
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42268775,-122.0921308,33.74,706.44,0,0,13.04,249.94
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42263728,-122.0922677,33.79,707.44,0,0,13.71,250.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42258551,-122.0924125,33.83,708.44,0,0,14.37,251.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42253231,-122.0925642,33.85,709.44,0,0,14.82,251.3
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42247974,-122.0927171,33.91,710.44,0,0,14.64,251.5
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42242841,-122.0928678,33.97,711.44,0,0,14.35,252.04
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42238091,-122.0930178,33.99,712.44,0,0,14.25,254.13
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42233902,-122.0931694,34.02,713.44,0,0,14.1,256.73
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42230541,-122.0933226,33.9,714.44,0,0,13.99,261.99
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42228842,-122.0934787,33.8,715.44,0,0,13.84,270.08
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42229489,-122.0936339,33.73,716.44,0,0,13.66,283.15
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42232921,-122.0937817,33.7,717.44,0,0,13.63,295.42
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42238454,-122.0939213,33.84,718.44,0,0,14.01,304.54
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.4224557,-122.0940556,33.91,719.44,0,0,14.48,310.53
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42253666,-122.0941879,33.93,720.44,0,0,14.99,312.8
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42262249,-122.0943229,33.9,721.44,0,0,15.56,313.74
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42271274,-122.0944607,33.87,722.44,0,0,16,314.68
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42280746,-122.0946006,33.85,723.44,0,0,16.48,315.24
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42290607,-122.0947439,33.82,724.44,0,0,17,315.5
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42300758,-122.094892,33.81,725.44,0,0,17.54,315.4
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42311203,-122.0950446,33.8,726.44,0,0,18.03,315.3
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42321901,-122.0952018,33.8,727.44,0,0,18.54,315.2
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42332945,-122.095364,33.81,728.44,0,0,19.41,315.78
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42344988,-122.0955325,33.81,729.44,0,0,20.57,317.1
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42357882,-122.0957092,33.8,730.44,0,0,21.8,317.2
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,37.42371564,-122.0958965,33.76,731.44,0,0,23.14,317.3
